name,point,type
明华大厦,"[[121.47930180013807, 31.214532734698025]]",1.0
兴林公寓,"[[121.48377425997424, 31.21478608540955]]",1.0
上海理工大学中英国际学院第六学生宿舍,"[[121.45602942032158, 31.214845394799212]]",1.0
馨园,"[[121.49600724044186, 31.21485128985521]]",1.0
长馀坊,"[[121.45279247968924, 31.214949434668732]]",1.0
陆兴小区,"[[121.48706088005567, 31.21500600022675]]",1.0
上海交大医学院东部－东15楼,"[[121.46889779969379, 31.21500883488992]]",1.0
安城里小区,"[[121.4739388801753, 31.215088034585165]]",1.0
幸运福邸,"[[121.4820575998784, 31.215131640013233]]",1.0
沙家街小区,"[[121.4826906596463, 31.215143520057474]]",1.0
上海交大医学院东部－东12楼,"[[121.46877756033622, 31.215248550080553]]",1.0
健乐小区,"[[121.47090227971648, 31.21531240464379]]",1.0
马当小区,"[[121.47116273956883, 31.215332880408162]]",1.0
建德坊,"[[121.47269616009973, 31.21533567010517]]",1.0
开元坊,"[[121.4804914197433, 31.215397545260565]]",1.0
梨园坊,"[[121.4766230399214, 31.215416309614994]]",1.0
思家公寓,"[[121.47585984015961, 31.215484214724796]]",1.0
复兴苑,"[[121.4695092604441, 31.215509775255995]]",1.0
上海交大医学院东部－东7楼,"[[121.46840675996404, 31.2155277751867]]",1.0
松龄里,"[[121.47526727956134, 31.215532545190825]]",1.0
二医大小区,"[[121.46745474034401, 31.215576014821295]]",1.0
江阴村,"[[121.48556651977917, 31.215622634776835]]",1.0
敬业里,"[[121.47479567957703, 31.21569144010796]]",1.0
花园坊,"[[121.46086025999307, 31.215713940246154]]",1.0
明日星城,"[[121.49068337983421, 31.21571763016457]]",1.0
大康里小区,"[[121.47580061980283, 31.21572442544189]]",1.0
